hospitalAddress,hospitalDesc,hospitalName,hospitalSize
医院所在地：福建-福州,"内科医生,护士",闽侯县洋中门诊部,其他 少于50人人
,,,
医院所在地：福建-龙岩,医院院长,龙岩市永定区医院（龙岩市永定区田家炳医院）,公立医院 200~500人人
,,,
医院所在地：四川-南充,"内科,妇科,B超,护士",南部鸿博医院,其他 少于50人人
,,,
医院所在地：湖北-武汉,"精神科,心内科学科带头人,病理科学科带头人,重症医学科学科带头人,全科医生,病理科医生,甲乳外科医生,神经内科介入医生,心内科介入医生",武汉市汉口医院,其他 50~200人人
,,,
医院所在地：四川-成都,"内科医生,医保专员",双流华孝护理院,社区服务 50~200人人
,,,
医院所在地：山东-聊城,"创伤骨科,普通外科,医学检验",聊城鲁西骨科医院,其他 50~200人人
,,,
医院所在地：广东-深圳,内科医生,深圳市敬夕阳颐养院,其他 50~200人人
,,,
医院所在地：湖北-荆州,"理疗师,住院医生,护士",公安县爱康医院,其他 50~200人人
,,,
医院所在地：浙江-杭州,"护士, 萧山体检中心护士,放射科技师,内科医生,内科医生,外科医生,超声医生,心电图医生,放射科技师,妇科医生,眼科医生,检验员,西溪分院护士,滨江分院护士,护士,体检中心护士,内科医生,体检中心各科医生,B超医生,放射科技师",杭州美年医疗门诊部有限公司,专科医院 少于50人人
,,,
医院所在地：四川-成都,"內科医师,护士",成都兴忠诊所,其他 少于50人人
,,,
医院所在地：安徽-宿州,"内科执业医生,中医科医生,中西结合",郜丙太中医诊所,其他 少于50人人
,,,
医院所在地：广东-深圳,"中医理疗,西医内科,B超医生,护士",熊远清西医内科诊所,其他 少于50人人
,,,
医院所在地：四川-成都,"骨科医师,泌尿外科医师,普外科医师,内分泌科医师,神经内科规培医师,消化内科规培医师,呼吸内科规培医师,质控科医师,医务部干事,康复科住院医师,儿科医师,麻醉科医师,心脏介入医师,助产士,消化内镜主任及医师,神经外科医师,心血管内科规培医师,医务部部长,护士,超声科医师,康复科学科带头人,内分泌科医师,血液内科医师,神经内科医师,呼吸内科医师,消化内科医师,心内科医师,妇产科住院医师,妇产科门诊医师,重症医学科医师,财务科会计,老年内科医师,急诊内科医师,急诊外科医师,眼科门诊医师,眼科住院部医师",四川现代医院,其他 500~1000人人
,,,
医院所在地：福建-厦门,"妇产科医生,护士",咏爱健康管理有限公司,其他 少于50人人
,,,
医院所在地：北京-朝阳,"护士 护士长,会计、挂号、收费 ,中医医师",北京世华针刀中医院,私立医院 200~500人人
,,,
医院所在地：浙江-金华,"护士,内科医师,全科医生,外科医生",兰溪市城西医院,其他 50~200人人
,,,
医院所在地：福建-泉州,"导医,护士长包吃住,持证护士,助理医师,高薪急聘耳鼻喉医生,导诊包食宿,药师包吃包住,注册护士+包吃住,高薪诚聘网络咨询医生,网络咨询师+包吃住",香港帝国医疗投资(集团)有限公司,医疗集团 200~500人人
,,,
医院所在地：四川-广元,"皮肤科医师  ,B超医师   ",四川广安市阿蓝医院,其他 50~200人人
,,,
医院所在地：广东-深圳,"护士长 ,文案  ,行政助理,营销总监 ,导医 ,检验人员,B超医生  ,皮肤美容医生 ,整形医生 ,影像医学医生 ,中医内科医生  ,药师及收费员 , 眼科医生,五官科医师  ,皮肤科医生 ,外科医生 ,男性科医生 ",深圳康希门诊部,其他 50~200人人
,,,
医院所在地：湖南-长沙,"仓库理货员,店长",长沙福海堂医药有限公司,其他 50~200人人
,,,
医院所在地：湖南-长沙,护士 ,宁乡县夏铎铺卫生院,其他 50~200人人
,,,
医院所在地：湖南-长沙,"前台接待（导医）,质量管理办（JCI）主任 ,口腔医生",长沙华韩华美医疗美容医院,其他 200~500人人
,,,
医院所在地：湖南-长沙,"护士 ,外科医生,内科医师,放射科技术员,药剂,护士长 ",长沙鹤诚医院管理有限责任公司,其他 200~500人人
,,,
医院所在地：广西-南宁,"耳鼻喉科医生,护士,放射科执业医生,内科主治医生",广西普惠健康管理有限公司,其他 50~200人人
,,,
医院所在地：贵州-六盘水,"检验科医师,妇科医师,外科医师,中医医师,内科临床医师,医院退休专家,副院长,院长,放射科医师,B超医师,理疗师,护士,行政后勤人员",六盘水长生肾病医院,其他 50~200人人
,,,
医院所在地：贵州-六盘水,"美容师,前台,市场专员,美容学徒,护士",六盘水迪安美医疗美容医院,其他 少于50人人
,,,
医院所在地：陕西-西安,"健康顾问 ,理疗师,店长,康复理疗师,市场策划专员,健康管理师",西安三聆医信息有限公司,其他 50~200人人
,,,
医院所在地：浙江-杭州,"内科医生,康复技师,住院医生,护士,针推医生",杭州金色年华医院,其他 200~500人人
,,,
医院所在地：辽宁-丹东,"口腔修复、正畸医生,医技医生,临床",丹东市中心医院,公立医院 1000人以上人
,,,
医院所在地：贵州-铜仁,"影像 ,检验,护理",铜仁市中医医院,其他 50~200人人
,,,
医院所在地：广东-茂名,"放射科医生,B超医生,检验医生,护士,内科医生",信宜仁山医院,其他 少于50人人
,,,
医院所在地：四川-德阳,"临床医生,医学影像,公共卫生,药剂师,检验师,护理",德阳什邡宏达医院,其他 少于50人人
,,,
医院所在地：浙江-金华,"护理,全科医生,针灸推拿理疗师",永康市舟山镇卫生院,社区服务 50~200人人
,,,
医院所在地：江苏-徐州,"检验师,内科医生,内儿科医生,肛肠科医生",江苏省新沂博爱医院,其他 50~200人人
,,,
医院所在地：广东-湛江,"骨科医师,检验科医师,眼科医生,门急诊医师,门急诊主任,客服医生（体检中心）,医务科质控,医务科科教,康复医师,康复门诊,康复科名中医堂,康复治疗师,ICU主任,ICU医师,心电图医师,放射科医师,西药药剂师,护理师,超声医师,心电图医师,口腔医师,骨科科研助理 ",湛江岭南医院有限公司,私立医院 少于50人人
,,,
医院所在地：北京-西城,"整形外科,护士",北京美娇医疗美容,私立医院 50~200人人
,,,
医院所在地：贵州-贵阳,"中医科医生,妇产科医生,内科医生,检验师,口腔医生,护士",贵阳修文民生医院,其他 少于50人人
,,,
医院所在地：江苏-无锡,"临床（含影像、急诊等）,B超医生",江阴市青阳医院,公立医院 50~200人人
,,,
医院所在地：上海-崇明,"预防医学,检验,卫生管理,全科医学",崇明县新河镇社区卫生服务中心,社区服务 少于50人人
,,,
医院所在地：湖北-宜昌,"中医医师,产科快乐分娩师,妇产科医师",枝江同康妇产医院,其他 50~200人人
,,,
医院所在地：广东-清远,内科医师 ,清远龙新街诊所,其他 少于50人人
,,,
医院所在地：广东-东莞,"门诊妇产副高主任,儿保医生,儿保康复师,检验师,中医,医生,外科医生,助理护士,口腔医生,药剂师,网电咨询,在线咨询师,助理医师,医助,激光医生助理,市场策划,文案,咨询师,激光医生,整形美容现场咨询师,手术操作医师,美容回访专员,前台导医,门诊妇产医生中级,助产长,B超医生,妇科住院医师,网络编辑,美容咨询师,其他人员,妇科医生,整形美容医助,现场咨询医生,文案编辑策划（新媒体）,竞价员，竞价主管,手术室护士长,助产士,护士,儿科医生,护士",东莞市百佳玛丽亚妇产医院,其他 200~500人人
,,,
医院所在地：浙江-杭州,"针灸推拿医生妇科医生,妇科医生,外科主治",杭州科达医疗,其他 少于50人人
,,,
医院所在地：四川-成都,口腔医生,成都金牛区艾斐儿牙科,其他 少于50人人
,,,
医院所在地：四川-成都,"药师,临床医学毕业生,西医内科医生",成都正知堂诊所,其他 少于50人人
,,,
医院所在地：辽宁-大连,"业务院长,企划部主管,B超医生,儿科护士,中医科医生,内科医生,麻醉医生,夜班医生",大连辛寨子中西医结合医院,私立医院 少于50人人
,,,
医院所在地：广西-北海,"妇幼保健医师,临床医师,临床医师1,临床医师2,外科副主任医师,妇产科副主任医师,儿科副主任医师,内科副主任医师,放射医学副主任医师,超声医学副主任医师",北海市第二人民医院,其他 500~1000人人
,,,
医院所在地：湖南-邵阳,"护士,内科医生,外科医生,放射科,检验科,B超,骨伤科、手外科医生,麻醉师",邵阳成和手外科医院,其他 少于50人人
,,,
医院所在地：四川-泸州,"中医理疗师,妇科,b超医生,化验检验医生",泸州佳泰泌尿外科医院,其他 50~200人人
,,,
医院所在地：江苏-泰州,"影像,心超室医师,麻醉师,内科医师 内科医士,骨科医师,检验师 检验士",兴化楚水医院,其他 50~200人人
,,,
医院所在地：江西-吉安,"内科主任,内科主任,外科,影像科医师",吉安市红十字医院,私立医院 50~200人人
,,,
医院所在地：广东-中山,"B超医生,康复治疗师,放射科医生",中山市广弘康复医院,专科医院 50~200人人
,,,
医院所在地：四川-成都,"业务院长,外科医生,药师,针灸理疗医生,市场营销,内科主任,内科医生,口腔科医生",成都天府新区希华医院,其他 50~200人人
,,,
医院所在地：湖南-长沙,"医师,助理医师  ",湖南宁乡老天天有牙科诊所,其他 少于50人人
,,,
医院所在地：广东-深圳,"整形医生,中医养生师,护士长,护士,网络咨询,销售顾问,行政前台,整形医生助理（技师）,院长,物理徒手整形师,光电老师,美容师,店长,设计师/咨询师",深圳修颜堂医疗美容门诊部有限公司,专科医院 50~200人人
,,,
医院所在地：黑龙江-哈尔滨,"儿保护士,儿保大夫,儿保护士,外科住院医生",哈尔滨市香坊区安乐社区卫生服务中心,公立医院 50~200人人
,,,
医院所在地：河南-郑州,"业务副主任,执业医师,医学检验,护士",郑州市蜜蜂张社区卫生服务中心,其他 少于50人人
,,,
医院所在地：四川-成都,内科医生,四川省新都东湖康复医院,其他 少于50人人
,,,
医院所在地：贵州-六盘水,"食疗部厨师,公共关系经理,食疗部服务员,护士,中医医师",贵州三高叶中医食疗科技有限公司,其他 50~200人人
,,,
医院所在地：天津-南开区,"手外科医生,骨科医师,住院医师",天津捷希医院骨科招聘,私立医院 50~200人人
,,,
医院所在地：河北-张家口,"内科,核磁,执业医师",张家口顺康医院,其他 50~200人人
,,,
医院所在地：湖北-武汉,B超医生,武汉市石化医院,公立医院 200~500人人
,,,
医院所在地：广东-惠州,"内科医生,妇科医生,药剂,营销企划,市场营销,内儿科医生,护理,骨伤科医生,X光 、B超 医生,理疗医生,大外科医生,检验,妇科助理医生,护士长,门诊主任,院长",惠阳一善医院,其他 50~200人人
,,,
医院所在地：江苏-苏州,"前台,口腔执业医师,护士",苏州晟欣齿科诊所有限公司,其他 50~200人人
,,,
医院所在地：广东-佛山,"医学检验,医学检验",佛山华康医院,专科医院 少于50人人
,,,
医院所在地：上海-宝山,"护士,西医内科医生,营养师  ,康复理疗医师",上海星堡老年服务有限公司,其他 50~200人人
,,,
医院所在地：上海-黄浦,"影像医师,放疗医师,核医学医师,超声医师,影像技师 ,肿瘤内科医师,物理师,放疗技师 ,护士,导医,市场经理",上海百瑞肿瘤门诊部,私立医院 少于50人人
,,,
医院所在地：黑龙江-大庆,"手术护士,彩超医生,妇科主任",大庆肇源县同济医院,医疗集团 200~500人人
,,,
医院所在地：海南-三亚,内科住院医师,定安江南社区医院,其他 50~200人人
,,,
医院所在地：湖北-武汉,"妇科医生,护理,外科医生",汉川博大医院,私立医院 少于50人人
,,,
医院所在地：重庆-渝北区,"放射科医生,放射科医生,儿科医师,儿科主任,中医师,妇产科医师,内科医师,网络推广（咨询）,诊疗服务组长,企划主任,理疗科主任,内科主任,护理部主任,康复理疗师,护士,儿科护士长,内科护士长,放射科医生,网管 ,药房主任 ,医生助理,内科助理医生 ,消化科医师,外科医生,中医师,超声科主任,检验科主任,理疗技师,药师,医保主任助理 ",重庆港济中西医结合医院有限责任公司,私立医院 少于50人人
